1669,1586
1269,536
794,1987
1833,1963
1594,1377
1751,1874
1751,1430
690,1241
999,266
999,1587
904,120
412,511
1510,1430
1510,1629
12,1792
1987,817
1369,904
1369,155
1369,1323
1369,827
1369,574
1874,2006
1874,24
1874,329
1874,165
1323,980
1323,266
1323,585
453,1587
1586,266
1120,980
1576,266
266,457
1670,511
419,817
419,690
419,558
419,266
465,585
465,1241
794,1792
165,2006
165,155
165,980
165,1323
1751,690
2006,479
1792,1587
1792,1976
690,574
410,1874
558,412
1987,155
1874,1019
1430,690
1323,1052
453,1670
453,457
1586,1976
419,155
419,1976
47,1963
465,827
465,574
465,1976
794,817
165,1878
1751,479
2006,1440
690,266
1963,1629
999,12
12,1751
12,1258
12,511
12,1629
12,827
12,574
1987,12
1369,1751
1369,12
1369,1440
1369,1878
1369,1629
203,511
1258,1629
511,999
556,558
1874,1629
155,1430
329,412
217,1998
1323,556
1323,1629
1576,1629
1878,1052
1878,1751
1878,539
1878,12
1878,1629
585,1430
585,266
585,1670
1629,457
1241,511
457,511
852,817
465,558
1876,1952
1751,278
2006,278
1792,1619
1792,278
1792,266
1619,479
1619,827
1619,574
24,1440
1963,817
1963,24
1963,890
1963,266
999,1619
999,24
999,278
999,890
904,556
904,1430
412,24
412,890
278,479
558,24
558,1430
558,890
1987,1619
1987,278
1987,329
1987,890
1987,1833
1258,24
1258,890
1258,266
1874,890
1874,266
155,1751
155,120
120,278
329,817
329,419
980,266
1323,24
1323,890
1323,1670
1767,2006
1767,1619
1767,278
1767,120
453,24
1019,412
1019,890
1019,419
890,1440
1586,1619
1586,24
1586,278
1586,890
1120,1619
1120,24
1120,278
1120,1767
1120,890
1120,1629
1576,24
1576,278
1576,890
1878,278
1670,24
1670,558
1670,980
419,890
419,827
1629,479
1629,827
1241,24
457,24
457,890
465,817
1522,511
1587,852
827,278
165,1751
165,1619
165,278
165,479
165,1767
165,1629
165,1669
165,827
165,574
574,278
434,558
434,1258
434,556
434,1874
434,155
434,1586
434,1669
1876,1159
1876,1377
1952,1377
690,1976
410,1792
410,817
410,24
410,412
410,1586
410,306
410,419
410,852
410,794
999,817
999,1976
904,2006
904,558
558,1976
1987,1874
1987,306
1987,1976
203,817
203,306
203,1587
556,1430
1874,904
1430,558
1430,1976
120,1258
120,1670
120,1976
1767,1963
1767,511
1586,306
1586,1587
1120,1976
266,511
419,1241
1241,1976
1768,329
1587,817
794,329
794,1586
794,306
165,1976
1751,2006
1751,1440
1830,1878
1619,1751
1963,1874
1510,12
558,2006
1369,1767
203,1878
511,1998
556,1440
1874,1894
155,690
120,2006
980,511
1767,12
1767,1440
1767,457
1586,2006
1576,1767
1878,412
1878,120
585,1241
1629,1751
1629,155
1629,1440
457,2006
457,479
1587,457
1669,2006
165,266
574,2006
895,1287
434,1963
434,999
434,1440
434,1323
434,457
434,827
434,574
350,1258
690,558
999,1845
999,1522
904,1792
904,1987
1510,904
558,479
203,24
203,410
203,852
203,794
155,1845
329,24
1323,1751
1586,1845
266,1440
585,412
1629,1430
1669,120
1669,1845
794,24
1894,1963
1833,203
430,1159
430,1377
1792,556
1792,1874
1963,690
1510,120
1899,1258
1369,120
1258,817
1258,25
511,419
556,479
556,1669
1874,1501
1430,1963
1430,479
155,1669
1323,2006
453,511
1878,1430
585,1839
1768,1258
1522,1874
1587,1501
1833,1768
1792,2006
690,1963
1278,1144
1963,2006
1963,1430
904,1878
272,1987
272,266
272,1241
272,165
1135,1963
1135,999
1135,1258
1135,155
1135,1440
1135,1586
1135,457
1135,1669
1135,827
1135,574
1510,2001
1510,980
1510,1241
12,2006
12,120
558,511
558,266
1369,1430
1369,1241
1258,2006
1258,1587
1874,1135
1874,1767
1430,419
120,1987
217,841
1323,904
1323,12
453,1430
1120,1135
1120,12
1974,1899
1576,1135
1878,2006
1878,453
1878,1768
1998,1258
1151,1998
1144,852
1669,869
827,2006
690,1839
410,1179
1963,1751
1963,411
1963,1976
999,1501
999,465
412,1976
272,511
558,155
558,1845
1369,165
203,350
203,1976
1258,796
1258,852
1258,1976
511,1369
556,1845
556,1241
1874,25
1430,266
1430,1670
1430,827
1501,1440
1501,1522
155,869
120,266
217,1522
1323,465
1323,1976
1767,1430
1767,419
453,1976
1586,796
1120,1845
1120,641
1120,266
1974,1258
1576,796
1576,641
1576,1976
641,690
641,999
641,558
641,1987
641,1430
641,120
641,1323
641,1586
641,266
641,419
641,1241
641,457
641,165
1670,1241
1670,1839
585,558
585,852
585,1976
47,1440
1629,690
1629,419
1241,1963
1241,999
1241,1586
1241,457
1151,1942
852,1258
465,1629
465,1839
14,999
14,1874
1144,1894
1669,796
1467,1522
574,1845
574,1833
1594,246
1306,1594
1377,1594
1377,1306
1792,1833
690,419
410,1258
272,1670
272,585
1510,1670
1258,1214
1287,713
511,1751
511,827
1874,272
1874,1179
1874,1467
120,412
120,453
1323,1768
453,817
453,690
453,1019
453,306
453,1241
453,1839
1878,690
1670,412
419,1839
419,1833
585,1874
585,47
585,25
585,1894
47,1501
47,1587
457,1522
852,1792
852,25
465,155
465,306
1522,1440
14,1987
14,329
14,1586
14,852
794,1179
794,453
1894,1501
1751,457
1792,120
1792,306
796,1963
796,412
1619,2006
1619,1440
1963,1619
1963,278
1963,1501
1963,217
1963,25
1963,1522
999,796
999,120
999,1894
904,1751
904,278
1743,817
412,1839
272,690
272,1963
272,999
272,1258
272,1430
272,1501
272,1440
272,217
272,457
272,852
272,25
272,1522
272,1587
272,1894
272,1839
272,1467
278,1440
1510,2006
1510,165
12,1619
12,278
12,479
12,1430
1987,465
1369,2006
1369,1619
1369,278
1369,1120
1258,1619
1258,278
1258,1962
1258,120
1258,1522
511,2006
511,1619
511,278
511,120
511,1629
511,457
511,1833
511,574
1874,350
1874,1619
1874,278
1874,217
1874,47
1874,1522
1501,217
1501,457
1501,25
1962,1963
217,511
217,1440
217,457
217,25
1323,1619
1323,278
1323,1767
1323,1845
1323,1878
1845,827
1586,1073
1586,1179
1586,1962
1586,120
306,412
1120,796
1576,1619
1576,1962
1576,1845
1576,1120
1878,1619
266,1241
585,1501
585,217
585,1522
585,1587
585,1467
47,457
47,1522
47,1894
47,1467
1629,2006
1241,1670
1241,1669
457,278
852,1963
852,1501
852,1440
852,217
852,457
852,1522
852,1587
852,1894
852,1467
25,1440
25,457
25,1522
465,1751
465,852
1587,1440
1587,217
1587,25
1587,1768
1587,1522
14,1963
14,272
14,1258
14,1501
14,1440
14,217
14,585
14,457
14,25
14,1522
14,1587
14,1894
14,1467
1669,2027
1669,691
794,999
1894,1440
1894,217
1894,457
1894,25
1894,1522
1894,1587
1467,1440
1467,457
1467,25
165,904
165,12
165,1670
1594,1306
1751,1241
350,203
1906,1594
829,1258
1792,24
1792,1743
1792,1434
1792,1179
1792,1501
1792,329
1792,217
1792,890
1792,25
1792,1522
1792,1467
817,24
817,1434
817,1179
817,1440
817,217
817,890
817,266
817,1241
817,457
817,25
817,1522
817,1839
817,1467
817,1976
690,817
690,24
690,1743
690,412
690,1434
690,1179
690,479
690,1501
690,329
690,217
690,890
690,25
690,1522
690,827
690,1467
24,1179
24,1839
24,1976
410,690
410,1963
410,999
410,1743
410,272
410,1434
410,558
410,1430
410,1501
410,1440
410,120
410,217
410,980
410,1323
410,1019
410,890
410,266
410,1670
410,585
410,47
410,1241
410,457
410,25
410,1522
410,1894
410,1839
410,1467
410,165
410,1976
1963,1434
1963,1179
1963,1467
999,1743
999,1434
999,1179
999,329
999,217
999,306
999,25
999,1467
536,999
904,511
904,1670
1743,24
1743,1963
1743,412
1743,1434
1743,558
1743,1179
1743,1501
1743,1440
1743,329
1743,217
1743,890
1743,266
1743,419
1743,1241
1743,457
1743,25
1743,1522
1743,1839
1743,1467
1743,1976
412,1434
412,1179
412,1501
412,217
412,266
412,1241
412,457
412,25
412,1522
412,1467
272,1792
272,817
272,24
272,1743
272,412
272,1434
272,558
272,1179
272,120
272,329
272,980
272,1323
272,453
272,1019
272,890
272,1586
272,306
272,419
272,47
272,1976
1434,24
1434,1179
1434,1440
1434,217
1434,890
1434,1241
1434,457
1434,25
1434,1522
1434,1839
1434,1467
1434,1976
1510,1767
558,817
558,1434
558,1179
558,1501
558,217
558,25
558,1522
558,1467
1987,24
1987,1743
1987,1434
1987,1179
1987,1501
1987,217
1987,1323
1987,25
1987,1522
1987,1894
1987,1467
691,1287
1179,1839
203,690
203,1743
203,1434
203,558
203,1179
203,1430
203,1501
203,120
203,217
203,980
203,1019
203,890
203,266
203,1670
203,1241
203,457
203,25
203,1522
203,1894
203,1467
1258,1743
1258,1434
1258,1179
1258,1501
1258,329
1258,217
1258,306
1258,1467
556,457
1874,1743
1874,1434
1874,1976
1430,817
1430,24
1430,1743
1430,412
1430,1434
1430,1179
1430,1501
1430,329
1430,217
1430,980
1430,890
1430,306
1430,25
1430,1522
1430,1467
1501,817
1501,24
1501,1434
1501,1179
1501,511
1501,890
1501,266
1501,1241
1501,1839
1501,1467
1501,1976
1440,1179
120,817
120,24
120,1743
120,1434
120,1179
120,511
120,1501
120,329
120,217
120,980
120,1019
120,890
120,306
120,25
120,1522
120,1587
120,1894
120,1467
329,1963
329,1434
329,558
329,1179
329,1501
329,1440
329,217
329,890
329,266
329,1241
329,457
329,25
329,1522
329,1839
329,1467
329,1976
217,24
217,1179
217,890
217,1241
217,1839
217,1467
217,1976
980,817
980,24
980,1743
980,412
980,1434
980,558
980,1179
980,1501
980,329
980,217
980,890
980,306
980,1241
980,25
980,1522
980,1839
980,1467
980,1976
1323,817
1323,1743
1323,1434
1323,1179
1323,1501
1323,329
1323,217
1323,306
1323,47
1323,852
1323,25
1323,1522
1323,1587
1323,1894
1323,1467
1767,690
453,1743
453,1434
453,1179
453,1501
453,217
453,980
453,890
453,266
453,25
453,1522
453,1894
453,1467
1019,817
1019,690
1019,24
1019,1743
1019,1434
1019,1179
1019,556
1019,1501
1019,329
1019,217
1019,980
1019,306
1019,266
1019,1670
1019,25
1019,1522
1019,1587
1019,1669
1019,1894
1019,1467
1019,1976
411,999
890,24
890,1179
890,1241
890,1839
890,1976
1586,1743
1586,1434
1586,1501
1586,329
1586,217
1586,25
1586,1522
1586,1467
306,690
306,24
306,1963
306,1743
306,1434
306,558
306,1179
306,1501
306,1440
306,329
306,217
306,890
306,266
306,419
306,1241
306,457
306,25
306,1522
306,1839
306,1467
306,1976
1120,817
1120,410
1120,1743
1120,272
1120,1434
1120,1179
1120,1501
1120,329
1120,217
1120,306
1120,47
1120,852
1120,25
1120,1522
1120,1587
1120,14
1120,794
1120,1894
1120,1467
1576,817
1576,410
1576,1743
1576,272
1576,1434
1576,1179
1576,1501
1576,329
1576,217
1576,306
1576,47
1576,852
1576,25
1576,1522
1576,1587
1576,794
1576,1894
1576,1467
641,1792
641,817
641,24
641,410
641,1963
641,1743
641,412
641,272
641,1434
641,1179
641,1258
641,1874
641,1501
641,1440
641,329
641,217
641,980
641,453
641,1019
641,890
641,306
641,1670
641,585
641,47
641,852
641,25
641,1522
641,1587
641,794
641,1894
641,1839
641,1467
641,1976
266,24
266,1434
266,1179
266,217
266,890
266,25
266,1522
266,1839
266,1467
266,1976
1670,817
1670,1743
1670,1434
1670,1179
1670,1501
1670,329
1670,217
1670,890
1670,306
1670,25
1670,1522
1670,1467
1670,574
1670,1976
419,1792
419,24
419,1434
419,1179
419,1501
419,217
419,25
419,1522
419,1467
585,817
585,24
585,1743
585,1434
585,1179
585,329
585,453
585,1019
585,890
585,306
47,1792
47,817
47,690
47,24
47,1743
47,412
47,1434
47,558
47,1987
47,1179
47,1430
47,120
47,329
47,217
47,980
47,453
47,1019
47,890
47,1586
47,306
47,266
47,1670
47,419
47,1241
47,25
47,1839
47,1976
1241,1179
1241,1258
1241,574
457,1179
457,1976
852,690
852,24
852,1743
852,412
852,1434
852,558
852,1987
852,1179
852,1430
852,120
852,329
852,980
852,453
852,1019
852,890
852,1586
852,306
852,266
852,1670
852,419
852,47
852,1241
852,1839
852,1976
25,24
25,1179
25,890
25,1241
25,1839
25,1976
465,24
465,410
465,1743
465,272
465,1434
465,1179
465,203
465,1501
465,329
465,217
465,1019
465,890
465,641
465,47
465,25
465,1522
465,1587
465,14
465,794
465,1894
465,1467
1522,24
1522,999
1522,1179
1522,890
1522,1241
1522,1839
1522,1976
1587,690
1587,24
1587,1963
1587,1743
1587,412
1587,1434
1587,558
1587,1179
1587,1430
1587,329
1587,980
1587,890
1587,306
1587,266
1587,1670
1587,419
1587,1241
1587,1839
1587,1467
1587,1976
14,1792
14,817
14,690
14,24
14,410
14,1743
14,412
14,1434
14,558
14,1179
14,203
14,1430
14,120
14,980
14,1323
14,453
14,1019
14,890
14,306
14,1576
14,641
14,266
14,1670
14,419
14,47
14,1241
14,794
14,1839
14,165
14,1976
1144,403
1669,1674
1669,1241
794,690
794,1963
794,1743
794,272
794,1434
794,558
794,1258
794,1430
794,1501
794,1440
794,120
794,217
794,980
794,1323
794,1019
794,890
794,266
794,1670
794,585
794,47
794,1241
794,457
794,25
794,1522
794,1894
794,1839
794,1467
794,165
794,1976
1894,1792
1894,817
1894,690
1894,24
1894,1743
1894,412
1894,1434
1894,558
1894,1179
1894,1430
1894,329
1894,980
1894,890
1894,1586
1894,306
1894,266
1894,1670
1894,419
1894,1241
1894,1839
1894,1467
1894,1976
1467,24
1467,1179
1467,890
1467,1241
1467,1839
1467,1976
1833,1073
1833,1674
165,817
165,24
165,1743
165,412
165,1434
165,1179
165,556
165,1501
165,329
165,217
165,453
165,890
165,306
165,47
165,852
165,25
165,1522
165,1587
165,1894
165,1467
574,1430
574,1241
1976,1179
1976,1440
1976,1839
434,1019
434,1241
1195,1444
1052,1833
1981,1159
1981,1377
539,1833
1792,155
796,1440
796,1833
1278,999
999,1073
999,1674
869,1669
1510,1073
1510,266
558,556
1987,1073
1987,1674
841,1998
1899,852
1369,690
1369,419
155,1792
155,1241
155,1277
1323,1080
453,1833
1586,1080
1576,1073
1878,155
1878,1323
585,1899
47,511
1241,155
457,412
852,511
25,511
465,1073
1522,1998
1587,511
14,511
1894,1998
1467,511
817,511
24,511
410,511
1963,1845
1963,1586
999,1278
999,1080
904,12
904,1629
1743,511
1434,511
1510,558
12,690
12,155
12,419
2001,1963
1987,999
203,272
203,641
203,585
203,47
203,165
1258,1073
1258,203
1258,1080
511,1674
511,1179
1874,556
1874,1962
155,558
155,511
1962,412
1962,1833
329,511
1767,585
1019,2006
1019,827
1019,574
890,511
306,511
1878,1241
641,511
419,1430
585,1878
1151,1522
457,558
457,1845
1522,1258
1144,1974
1669,1073
1669,630
1669,1962
1669,1576
794,511
1976,511
434,2006
434,904
434,1987
350,1833
829,1768
1792,1674
1792,1080
1619,1430
1619,1241
410,1768
999,1214
1510,1674
1510,1080
1510,585
558,1751
558,1619
558,278
1987,1845
1369,980
1258,1674
479,1674
556,1619
556,1963
556,278
556,1629
1874,1214
1874,867
1080,479
1080,419
1430,278
155,999
155,1987
155,1586
155,1878
155,1629
120,1619
120,1629
217,999
1767,556
1767,1241
453,796
453,713
1586,1674
1120,1073
1120,1080
1576,1674
1576,1080
419,1845
1629,1241
1241,904
1241,278
1241,1845
465,1080
1587,410
867,1963
867,1258
867,1586
358,1158
358,572
358,410
358,453
358,245
1751,1839
1158,410
1158,453
572,1158
572,410
572,453
572,245
1070,358
1070,1158
1070,572
1070,410
1070,453
1070,245
897,358
897,1158
897,572
897,1070
897,410
897,453
897,245
1792,1073
999,867
904,1323
1073,479
1510,1120
1179,1874
1258,965
511,1792
511,1987
511,1899
511,465
1874,536
1874,1845
1080,1073
329,1906
1323,1830
1323,539
1323,1073
453,410
453,1287
1974,999
1878,556
419,1073
585,827
1241,1987
1241,1323
457,1833
465,1674
1587,358
1587,1158
1587,572
1587,1070
1587,897
1587,999
1587,453
1587,245
1144,723
1669,556
1669,1878
867,558
574,1839
245,1158
245,410
245,453
1594,1906
690,1430
1278,1586
999,2001
999,1962
2027,278
904,1767
904,1241
1073,1674
1135,2006
1135,419
1510,1191
1510,1369
12,980
2001,690
2001,155
2001,419
2001,1629
2001,457
2001,827
2001,574
1987,796
1987,1080
1987,852
1214,412
1214,558
1214,556
1214,155
1214,1845
1214,457
1214,1669
1899,411
1369,558
1369,2001
1369,585
1258,1426
1258,1845
511,1073
511,1510
511,1576
965,1963
965,412
965,1962
556,1751
556,2006
556,1670
1874,1674
1874,12
1874,2001
1430,2006
155,1833
1962,1440
1962,1323
120,1751
217,1258
980,155
980,1629
980,574
1426,1768
1586,999
1586,1214
1586,203
1586,965
1120,1674
1120,1214
1120,1962
1120,867
1576,2001
1576,1214
1576,965
1576,867
1878,2001
1878,980
419,1674
585,1751
585,479
585,155
585,1629
585,1669
585,574
1241,2006
1151,943
457,155
465,12
465,2001
1768,1550
1144,1258
1144,1858
1144,1194
1669,1080
1669,980
867,412
867,1323
1751,120
1952,246
829,412
1619,690
690,278
999,852
628,553
904,690
904,419
904,465
412,574
1510,1619
1510,278
1510,556
1510,1845
558,690
558,1963
203,1550
203,1080
511,1241
453,465
1586,350
1878,558
1878,465
419,1619
419,278
1241,690
1241,556
1241,1430
1241,419
1241,465
465,1619
465,278
465,556
1768,1833
1277,869
1277,713
1144,628
1144,553
867,556
867,155
867,457
867,1669
867,827
867,574
1052,1073
1052,1674
1052,1440
1052,1426
1830,1073
1830,1674
1830,1080
1830,1440
1830,1426
539,1073
539,1674
539,1080
539,1440
539,1426
2006,1669
829,203
1792,1426
1278,457
1963,1080
999,1426
999,1974
104,1258
1510,1426
558,419
1987,1426
1369,556
1369,1019
203,1073
203,1674
203,1426
1258,1402
511,1052
511,1830
511,539
511,203
511,1080
511,1323
511,1426
511,1586
511,1768
1874,1563
1080,1052
1080,1674
1080,1426
1080,1768
120,556
329,1550
1323,1674
1323,1426
1426,1073
1426,1674
1426,479
1845,1440
1586,1426
713,869
1120,1426
1576,1426
419,1426
1241,558
1151,999
465,1426
1768,1073
1768,1674
1144,1369
1669,1426
1833,539
352,1669
2006,556
2006,1586
2006,419
2006,827
2006,574
690,2006
1278,556
1963,869
1963,556
999,869
999,965
999,916
904,1278
904,1839
412,1792
412,869
412,556
412,1845
412,827
869,1440
1135,412
1135,869
1135,558
1135,1214
1135,965
1135,556
1135,916
1135,1962
1135,1323
1135,1845
1135,867
1135,1833
1510,1718
1510,119
12,558
12,556
558,869
558,1833
2001,1751
2001,1440
1214,1963
1214,869
1214,965
1214,1440
1214,1962
1214,1323
1214,827
1214,1833
1214,574
1258,869
1258,1369
965,869
965,558
965,556
965,155
965,1440
965,1323
965,1845
965,457
965,827
965,1833
965,574
479,1963
556,869
556,1839
556,1833
1874,1073
1874,869
1874,1369
1874,965
1874,916
1874,713
1874,1402
155,1963
155,412
916,1963
916,412
916,869
916,558
916,1214
916,1258
916,965
916,556
916,155
916,1440
916,1962
916,1323
916,1845
916,1586
916,457
916,1669
916,867
916,827
916,1833
916,574
1962,869
1962,556
1962,155
1962,1845
1962,457
1962,827
1962,574
329,1587
1323,869
1323,165
1767,2001
1767,980
453,1906
1845,869
1845,1833
1586,869
713,1440
713,1845
713,827
713,1833
713,574
1120,869
1120,965
1120,916
1120,713
1120,434
1576,869
1576,916
1576,713
1576,434
1878,1874
1670,1430
419,1751
419,2006
585,12
585,2001
56,691
1241,1278
457,869
457,556
465,2006
1309,1974
1669,965
867,869
867,1214
867,965
867,1440
867,1962
867,1845
867,1833
1269,999
827,869
1833,869
1833,827
574,869
434,412
434,869
434,1135
434,1214
434,965
434,916
434,1962
434,1845
434,713
434,867
434,1833
1751,1323
1751,1576
1751,419
386,1159
386,1377
386,246
2006,1845
2006,1839
829,539
1792,1402
796,1674
796,479
1278,558
1278,1440
999,1816
999,1402
90,1510
869,453
1510,1081
12,1874
1816,1845
1816,827
1816,574
558,1816
558,1402
1987,1550
1550,1987
1369,1402
1369,1839
511,558
511,556
511,1430
511,1402
556,690
556,1402
1430,1402
1430,574
155,1816
155,1287
155,713
